text,weak_intent,human_intent,human_escalate,human_reason,review_type,note
@VirginTrains any idea what time the 18:20 from Birmingham international gets into Euston? As the loo in my carriage is broken and I can’t get to the others!,timetable_platform,timetable_platform,0,none,rulebook-assisted,
@VirginTrains Where do I find a claim reference number? Is it the original booking reference?,ticket_change_refund,ticket_change_refund,0,none,rulebook-assisted,
@VirginTrains Can you tell me if tickets will be valid on services tomorrow morning and will compensation be offered for hotel accommodation?,delay_claim,delay_claim,1,money_threshold,rulebook-assisted,
@VirginTrains @494113 Are you suggesting we get another pint?,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
@120576 @VirginTrains @281419 Hello folks…the 2008 Leeds to Edinburgh is a @121428 service. Their Lost Property details at https://t.co/29R095OLgo 😌,lost_property,lost_property,0,none,rulebook-assisted,
@VirginTrains It just keeps coming amazing! https://t.co/oDyrYVKQVc,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
Long trip on @VirginTrains today. Ridiculous they still charge (sweetly) for WiFi unlike @124107 free,complaint_service,complaint_service,1,complaint_review,rulebook-assisted,
@VirginTrains Waiting in London Euston - I appreciate the incident is out with your control but where is the C/S? Need to get to carlisle and no updates,howto_guidance,howto_guidance,0,none,rulebook-assisted,
@VirginTrains So £10 on top of the £41 fare,fare_ticketing,fare_ticketing,1,money_threshold,manual-60,
@VirginTrains Looks like I’m not getting any food as we are only 20m out of London. This is hardly accessibility. Won’t be doing this again 😢,accessibility_assistance,accessibility_assistance,0,none,manual-60,
@VirginTrains Thanks! I’ll get my delay repay form at the ready!,delay_claim,delay_claim,1,money_threshold,rulebook-assisted,
@VirginTrains @1685 This is most unhelpful reply. I was there before 16.20 and doors were still open. What about VT are ever late.,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
Hi @VirginTrains I left my coat on the last 9:15am Birmingham to Glasgow yesterday. Is there a way to see if it's been found? X,lost_property,lost_property,0,none,rulebook-assisted,
@VirginTrains booking NMP to MKC is there not a return within a month option just return the same day?,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
@VirginTrains please help. I left my jacket on the 8:20 from Euston to Milton Keynes train this morning. Struggling to track it down.,lost_property,lost_property,0,none,rulebook-assisted,
"@VirginTrains Disgusted at the lack of ""booked"" assistance my disabled relatives just received. I would like an email address for complaint",accessibility_assistance,accessibility_assistance,1,complaint_review,rulebook-assisted;FLIP-esc,
@VirginTrains I originally expected to get the 1743 but the delays cascaded through the evening bizarre you would shut carriages off given the situation,delay_claim,delay_claim,0,none,rulebook-assisted,
@VirginTrains It was an advanced single for the 19:30 from Birmingham New Street to Euston,ticket_change_refund,ticket_change_refund,0,none,rulebook-assisted,
@VirginTrains @127472 @767110 thank you. If you could just get Richard to reply - you would actually make my century ;0D x,support_access_followup,support_access_followup,0,none,rulebook-assisted,
@VirginTrains Does that apply to those with an off-peak open return who need to travel first thing to get to work?,ticket_change_refund,ticket_change_refund,0,none,rulebook-assisted,
@VirginTrains @20716 we don’t pay over £60 to stand for 3 hours!! Sort your service out or lower the fares!!,fare_ticketing,fare_ticketing,1,money_threshold,rulebook-assisted,
"Another grey, wet morning on a train! @virgintrains #manchesterpiccadilly #london #trainlife #needsomesun https://t.co/j4JEDWsizD",support_access_followup,support_access_followup,0,none,manual-60,
@VirginTrains Please thank the manager on the 18.15 Manchester-Euston today who dealt with some disruptive passengers very professionally. A credit to your company.,support_access_followup,support_access_followup,1,human_request,rulebook-assisted,
@VirginTrains That's not the point. The assistance care is fantastic. We just did not want to change trains and the journey home was rebooked with your call centre. The train either before or after is direct to Liverpool. We just wanted to change trains.,accessibility_assistance,accessibility_assistance,0,none,rulebook-assisted,
"@494136 @120576 @VirginTrains Hi Lauren, where are you travelling from on Tuesday and around what time? ^Max",timetable_platform,timetable_platform,0,none,rulebook-assisted,
@VirginTrains Standing room only &amp; utter chaos due to reserved seats not showing. No room for luggage = another painstaking journey home,lost_property,lost_property,0,none,rulebook-assisted,
@VirginTrains Cracking 1st Class team on 12 noon GLC departure.  Cup of tea within 5 mins of departure = very happy GBear 😀,timetable_platform,timetable_platform,0,none,rulebook-assisted,
@VirginTrains any planned dry trains to the north east on Saturday evening?,support_access_followup,support_access_followup,0,none,manual-60,
"@VirginTrains please could you tell me which carriages are unreserved train from oxenholme Euston 18.28, it's delayed to 18.35, thanks",delay_claim,delay_claim,0,none,rulebook-assisted,
@VirginTrains can you pls confirm the 1905 from PTN to EUS yesterday was cancelled?,delay_claim,delay_claim,0,none,manual-60,
Fair to say they got it wrong at Coventry station tonight @VirginTrains. Moving a train to a platform where people were already waiting for a delayed train at short notice wasn’t smart. Pushing and shoving galore. Get me home.,timetable_platform,delay_claim,0,none,rulebook-assisted;FLIP-intent,timetable->delay (cancel/delay explicit)
@VirginTrains I have claimed but lost one of my tickets for the journey on the Friday will that matter has I have my second train ticket and receipt,lost_property,ticket_change_refund,0,none,rulebook-assisted;FLIP-intent,lost->amend (lost ticket + receipt/staff dispute = reissue)
@VirginTrains my train from Manchester leaves at 5:35 tomorrow to go to London. What are the chances it's going to run because of the Wembley situation? I already had a cancelled train yesterday,delay_claim,delay_claim,0,none,rulebook-assisted,
"@VirginTrains As I asked initially, how do I do that?",howto_guidance,howto_guidance,0,none,manual-60,
@VirginTrains The person on Live Chat states you do not advise disabled seats separately because its discriminatory? So is the '2 seats left' regarding or not regarding disabled seats?,accessibility_assistance,other_out_of_scope,0,none,rulebook-assisted;FLIP-intent,"assist->other (peer/abuse fragment, no actionable assistance ask)"
