text,human_intent,pred_intent,human_esc,pred_esc,human_reason,pred_reason,ground,safety_j,verdict,llm
@VirginTrains what is your policy for a traveller with lost tickets when confirmation and payment card are available as proof of purchase?,lost_property,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Good Morning from out here in the East 👍🏻🚂,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains do you accept Two together railcards on Anytime Single fares?,fare_ticketing,fare_ticketing,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains if I was booked on the 18:57 tonight can I travel anytime tomorrow? I need to be at work in Manchester!,fare_ticketing,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Your Manchester Piccadilly customer experience staff have been absolutely awesome this morning @VirginTrains 👍🏻. Impeccable service at the platform gates. #thankyou #funny #smiley #helpful #welcoming https://t.co/VcAP169n5k,timetable_platform,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Thanks, booked 🤗 if there would be any chance of any upgrades we would really appreciate it! 😘",howto_guidance,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains 2/2 to being sardines in a can packed together on the second train meanwhile first class is virtually empty any chance we sit in there pls??,complaint_service,complaint_service,1,1,complaint_review,legal_safety,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Thank you. Hopefully I’ll make it!!,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Can I have a refund plz,ticket_change_refund,ticket_change_refund,1,1,money_threshold,money_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@120576 @VirginTrains Where is the travel centre?,howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Thx, any ideas at all what time ? Any help appreciated.",timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Yes I know about that but how do I upload a scan of my tickets when they are on my mobile? Would a screenshot work?,howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Large bag left in the luggage rack on the 18:31 arrival at Euston. No one I reported to remotely concerned.,lost_property,lost_property,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains any idea when next eus departure to MKC is?,timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"3rd week in a row getting to Euston to find out my train to Manchester is delayed, sort it out @VirginTrains 😞😞",delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Mum now on train to Leeds... Could she pay for an upgrade on the 3.15pm Leeds train to London Kings Cross? How much?,fare_ticketing,fare_ticketing,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains I know, right? 😂",other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Been complaining for yrs just want better services for disabled.I hear rumours of training &amp; policy clarity but many staff still lacking,other_out_of_scope,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains I have some complimentary tickets which I am wanting to use. I have used them in the past but I have lost the link. Can you help.,lost_property,lost_property,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Thank you. It has been a tedious journey for all.....,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains ...everything ran out and was warm when refilled. Staff were indifferent and the place as dirty.,complaint_service,complaint_service,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains So how does it work then, you only get into the app when you have wifi connection.",howto_guidance,complaint_service,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Yes I did cause it had been cancelled on platform 3 we got moved to platform 13,delay_claim,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains you always helpfully announce on a train when it is late to arrive. How about also telling your passengers when they are able to claim for compensation for the delay?
Your customers often don't cause they don't know they can.",delay_claim,delay_claim,1,1,money_threshold,money_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Is that it?!!  I want to know how you are going to get her safely to London!?? No trains til after lunch so what time is first coach supply?,timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Wowzers, strawberry trifle for afters. They're going to have to role me off this train! 😋 #tnwbbontour https://t.co/owu5Fuztrp",other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Absolutely terrible customer service from staff at Wolverhampton. Ticket machine charged me but didn’t dispense tickets and was told had to just repurchase. Checked my bank and paid twice for one ticket @VirginTrains not feeling very happy today.,fare_ticketing,other_out_of_scope,1,0,money_threshold,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains likely that my train tonight from EUS will be severel delayed/cancelled, assume that I will be able to use my ticket tomorrow morning?",delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Due to today, please can I reserve 2 seats from Runcorn to Euston at 6.21 tomorrow, I am travelling with a disabled passenger",other_out_of_scope,complaint_service,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains It’s all good now, just got on. The service before terminated here so wasn’t sure. Thanks 😀",support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains I’ve a ticket with 16-25 railcard for this evening. Card has expired though. Can I buy new card from you at Euston?,fare_ticketing,fare_ticketing,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @120576 @122155 R u the same PA who works for @120576? Or is it just a coincidence that u have the same initials,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @139249 @38887 Lost train ticket = Profit!,lost_property,lost_property,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@757314 @VirginTrains Unfortunately we can only guarantee a refund for those standing customers who have made a reservation. ^JC,other_out_of_scope,ticket_change_refund,1,1,unresolvable,money_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains service to and from NEC to London today unacceptable. How does one obtain refund?,howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Can I change my ticket and try again tomorrow? I don't fancy a three hour taxi ride to Wales...,ticket_change_refund,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Ignore that, he came back and got me a coffee! How can I repay him?",howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Morning HQ 👋 so MW is the cat then 😂,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains have absolutely no idea how to deal with a crisis! #strandedyetagain #noinformation #scarycrowds #toomanypeople #noorganisation #wouldneverhappeninaschool https://t.co/DpWw5sdS35,complaint_service,howto_guidance,1,1,legal_safety,legal_safety,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Can I DM you?,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains how is a single journey only 30p cheaper than the return journey?! #doesntmakesense #evenwitharailcard,fare_ticketing,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@263723 @VirginTrains @120244 @LondonMidland Give in to the corporate greed.,other_out_of_scope,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains 13:49 train from Carlisle to London Euston. Every single seat is reserved but no one sat in seats! Nearly had to sit on floor,complaint_service,complaint_service,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Fancy making the 06:26 from #MK to #Euston an 11 car? (Much as we all love standing in cramped vestibules) #CrampedCommute,accessibility_assistance,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains So @VirginTrains how does that work? She can't use the return half because of its restrictions but you wont refund her either #ripoff,howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Due to get 15:57 from Euston. Do you know if this will run?,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Anyone on this @VirginTrains got a spoon for my poncey @marksandspencer pomegranate seeds?,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains any idea what time the 18:20 from Birmingham international gets into Euston? As the loo in my carriage is broken and I can’t get to the others!,timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Where do I find a claim reference number? Is it the original booking reference?,ticket_change_refund,ticket_change_refund,0,1,none,money_threshold,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Can you tell me if tickets will be valid on services tomorrow morning and will compensation be offered for hotel accommodation?,delay_claim,delay_claim,1,1,money_threshold,money_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @494113 Are you suggesting we get another pint?,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@120576 @VirginTrains @281419 Hello folks…the 2008 Leeds to Edinburgh is a @121428 service. Their Lost Property details at https://t.co/29R095OLgo 😌,lost_property,lost_property,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains It just keeps coming amazing! https://t.co/oDyrYVKQVc,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Long trip on @VirginTrains today. Ridiculous they still charge (sweetly) for WiFi unlike @124107 free,complaint_service,complaint_service,1,1,complaint_review,complaint_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Waiting in London Euston - I appreciate the incident is out with your control but where is the C/S? Need to get to carlisle and no updates,howto_guidance,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains So £10 on top of the £41 fare,fare_ticketing,fare_ticketing,1,1,money_threshold,money_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Looks like I’m not getting any food as we are only 20m out of London. This is hardly accessibility. Won’t be doing this again 😢,accessibility_assistance,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Thanks! I’ll get my delay repay form at the ready!,delay_claim,delay_claim,1,1,money_threshold,money_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @1685 This is most unhelpful reply. I was there before 16.20 and doors were still open. What about VT are ever late.,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Hi @VirginTrains I left my coat on the last 9:15am Birmingham to Glasgow yesterday. Is there a way to see if it's been found? X,lost_property,other_out_of_scope,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains booking NMP to MKC is there not a return within a month option just return the same day?,other_out_of_scope,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains please help. I left my jacket on the 8:20 from Euston to Milton Keynes train this morning. Struggling to track it down.,lost_property,lost_property,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains Disgusted at the lack of ""booked"" assistance my disabled relatives just received. I would like an email address for complaint",accessibility_assistance,accessibility_assistance,1,1,complaint_review,complaint_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains I originally expected to get the 1743 but the delays cascaded through the evening bizarre you would shut carriages off given the situation,delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains It was an advanced single for the 19:30 from Birmingham New Street to Euston,ticket_change_refund,ticket_change_refund,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @127472 @767110 thank you. If you could just get Richard to reply - you would actually make my century ;0D x,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Does that apply to those with an off-peak open return who need to travel first thing to get to work?,ticket_change_refund,ticket_change_refund,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains @20716 we don’t pay over £60 to stand for 3 hours!! Sort your service out or lower the fares!!,fare_ticketing,fare_ticketing,1,1,money_threshold,money_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"Another grey, wet morning on a train! @virgintrains #manchesterpiccadilly #london #trainlife #needsomesun https://t.co/j4JEDWsizD",support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Please thank the manager on the 18.15 Manchester-Euston today who dealt with some disruptive passengers very professionally. A credit to your company.,support_access_followup,support_access_followup,1,1,human_request,human_request,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains That's not the point. The assistance care is fantastic. We just did not want to change trains and the journey home was rebooked with your call centre. The train either before or after is direct to Liverpool. We just wanted to change trains.,accessibility_assistance,other_out_of_scope,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@494136 @120576 @VirginTrains Hi Lauren, where are you travelling from on Tuesday and around what time? ^Max",timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Standing room only &amp; utter chaos due to reserved seats not showing. No room for luggage = another painstaking journey home,lost_property,complaint_service,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains Cracking 1st Class team on 12 noon GLC departure.  Cup of tea within 5 mins of departure = very happy GBear 😀,timetable_platform,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains any planned dry trains to the north east on Saturday evening?,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains please could you tell me which carriages are unreserved train from oxenholme Euston 18.28, it's delayed to 18.35, thanks",delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains can you pls confirm the 1905 from PTN to EUS yesterday was cancelled?,delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Fair to say they got it wrong at Coventry station tonight @VirginTrains. Moving a train to a platform where people were already waiting for a delayed train at short notice wasn’t smart. Pushing and shoving galore. Get me home.,delay_claim,timetable_platform,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains I have claimed but lost one of my tickets for the journey on the Friday will that matter has I have my second train ticket and receipt,ticket_change_refund,ticket_change_refund,0,1,none,money_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains my train from Manchester leaves at 5:35 tomorrow to go to London. What are the chances it's going to run because of the Wembley situation? I already had a cancelled train yesterday,delay_claim,delay_claim,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@VirginTrains As I asked initially, how do I do that?",howto_guidance,howto_guidance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@VirginTrains The person on Live Chat states you do not advise disabled seats separately because its discriminatory? So is the '2 seats left' regarding or not regarding disabled seats?,other_out_of_scope,accessibility_assistance,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
