tweet_id,text,pred_intent,margin,query_strategy
1146366,@VirginTrains I know it's not your fault. The train manager is keeping us informed. Just a tad inconvenient.,other_out_of_scope,0.5792,diversity
1863471,@VirginTrains No response to this @120576? Can I get a refund on my tickets?,ticket_change_refund,0.9503,diversity
883737,@VirginTrains @329859 @120576 Virgins,other_out_of_scope,0.6582,diversity
2630344,@VirginTrains for the £ you ask from your customers at least give us a good WIFI just wasted £5 and getting no service,complaint_service,0.5876,diversity
1340461,What a cheerful Crewe on the  @virgintrains 13.40 Glasgow to Euston! Train manager is hilarious with his Peter Kaye style announcements!,other_out_of_scope,0.6011,diversity
1622420,@VirginTrains on the delayed lime street service to Euston please please just get us to Crewe problem is so far away! Just Crewe!?,delay_claim,0.6783,diversity
583250,"Thank you @VirginTrains #LondonEuston for what should have been a 2 and a half hour journey to #Manchester in 1st class but ended up being nearly 5 hours!! Cancelled trains at #Euston 
Been shouted at!! And spoken to like utter rubbish!! Not happy! Very disappointed 😤😤😤😤😡😡",delay_claim,0.6695,diversity
1609708,@VirginTrains Any idea when?,other_out_of_scope,0.4813,diversity
498185,@VirginTrains any trains from Birmingham new street to Coventry tonight?,other_out_of_scope,0.5666,diversity
1325226,@VirginTrains I have an advance ticket for 12.40 cancelled London to Manchester. Can I just get on any later train?,ticket_change_refund,0.9222,diversity
1380448,@VirginTrains VT-270917-0752,support_access_followup,0.7914,diversity
1532415,@VirginTrains what’s the problem with the London to Edinburgh service this evening pls? Customers had no announcement or explanation!,support_access_followup,0.1483,diversity
1722579,@VirginTrains London to Leeds,other_out_of_scope,0.6067,diversity
1035335,@364898 @VirginTrains Yay! Good luck with it :) xxx,other_out_of_scope,0.6975,diversity
1271455,@VirginTrains @123241 Then all I can say is that I’m bitterly disappointed,other_out_of_scope,0.6767,diversity
624231,£244 to travel from Leeds to London with @VirginTrains is just ludicrous- for the same money I could ... https://t.co/OgtkUSFcyQ,other_out_of_scope,0.7535,diversity
1665378,@VirginTrains Delayed by over 200 minutes,delay_claim,0.9872,diversity
2173978,@VirginTrains please turn the heating off and the air con on on the 12.30 London Euston to Glasgow train. I am melting,other_out_of_scope,0.443,diversity
2934060,"@VirginTrains I was told by your staff that I hadn't left enough time for connection, despite my incoming train being delayed. I don't drive the trains! Fortunately @126035 saved the day.",delay_claim,0.7163,diversity
1184869,@VirginTrains What about trains heading to london from Birmingham? Currently sat at new st - no info being given!,other_out_of_scope,0.6173,diversity
2460595,@VirginTrains When you have to pay £75.90 for a ticket you expect the train to actually exists!,other_out_of_scope,0.0815,diversity
2626496,"I long for the day I can have a private chauffeur/jet, not even to be a flash twat, just so I never have to use @VirginTrains ever again!",other_out_of_scope,0.5245,diversity
1610802,@VirginTrains @127472 Please just arrange refund ASAP,ticket_change_refund,0.9687,diversity
2425660,The voice of Will Ferrell now greets you in the toilet on @VirginTrains..... Genius!,complaint_service,0.9612,diversity
2669850,@120576 @VirginTrains @751916 Doesn’t happen anymore !!!,other_out_of_scope,0.6355,diversity
1620868,@VirginTrains Aren't you the staff?,other_out_of_scope,0.3516,diversity
2735593,@VirginTrains i have tried this number and have been on the phone for 1 hr 45 mins with no answer. What else can I do? Can you have them call me? https://t.co/nGWnuHZOUv,other_out_of_scope,0.5105,diversity
1109031,@120576 @VirginTrains @3509 I thought not,other_out_of_scope,0.6029,diversity
2173894,"@363753 Hi, have you tweeted @VirginTrains or @120576 about this? Thanks, V",support_access_followup,0.7326,diversity
1628179,@120576 @VirginTrains 14:30 from Edinburgh to London Kings Cross,other_out_of_scope,0.6803,diversity
677504,@VirginTrains Thanks 👍🏽,support_access_followup,0.9997,diversity
1040423,@VirginTrains I've sent a dm now,support_access_followup,0.8998,diversity
640892,@VirginTrains To Glasgow?,support_access_followup,0.0275,diversity
165062,@VirginTrains The 8:35 to Manchester,other_out_of_scope,0.6376,diversity
150735,"@VirginTrains @120576 Oops, sorry, I don't travel on the train often and I didn't realise there were different bits of Virgin Trains!",other_out_of_scope,0.6321,diversity
646298,Preston station filling up with passengers not going north. Presumably some busses might arrive in a while. Would be nice to get an update @VirginTrains @120870,other_out_of_scope,0.5236,diversity
1001387,@VirginTrains which is the unreserved coach on 18.43 Liverpool South Parkway to Euston? No staff around to ask!,other_out_of_scope,0.4548,diversity
1264439,@VirginTrains Hi! When do Advance tickets for December 28th/29th/30th go on sale?,ticket_change_refund,0.9824,diversity
1089114,@VirginTrains Food and booze has arrived....👍🏼,other_out_of_scope,0.4985,diversity
985430,@VirginTrains on the 10:50 Peterborough to Leeds! How much to upgrade to first class?,complaint_service,0.0743,diversity
1434565,@virgintrains your App is useless. It does not give full ticket options. Can’t by open return tickets.... Can’t use it!!!,howto_guidance,0.7002,diversity
863008,@VirginTrains 10cars reduced to 5 between Birmingham &amp; Preston resulting in standing room only. Pregnant &amp; elderly stood with no assistance😡,accessibility_assistance,0.0897,rare_intent
2683324,"Forget that @VirginTrains. I saw a photo on FB on 12/11 of a blind man on the floor of a train &amp; ""This is how Richard Branson transports registered blind people and guide dogs on his trains. Forced to sit on the floor because the guard would not clear the suitable seating."" https://t.co/aWGQLpke7i",accessibility_assistance,0.1549,rare_intent
2022929,It's difficult to get any help from @VirginTrains customer services unless you are prepared to part with another £400 to get home with a disabled wife without changing trains,accessibility_assistance,0.1809,rare_intent
720415,"@VirginTrains Needed disabled help, wasn't given at booking, on concourse or @ ticketing, bought new tkt. Spoke to manager told to complain online = AFib!",accessibility_assistance,0.2228,rare_intent
1262036,"@415618 @VirginTrains Coach H toilet is fully working, but sadly it's not disabled one. Sadly things do happen while the train is in service #wontflush",accessibility_assistance,0.2238,rare_intent
1612135,@VirginTrains am I meant to understand these emails? Have booked ‘assistance’ for my mum when she travels - useless 😬😬🙄🤔 https://t.co/WZeG5wzf6F,accessibility_assistance,0.2962,rare_intent
719323,@VirginTrains can you remind train managers to always check for discount cards. I'm never asked for my disabled persons card at all,accessibility_assistance,0.3322,rare_intent
1067601,"@120576 @VirginTrains Given the suitcases in the aisles, it was not easy to anywhere, especially as I am disabled.",accessibility_assistance,0.3614,rare_intent
875566,@VirginTrains disgusting disability assistance services today at London Euston to Liverpool Southpark Way,accessibility_assistance,0.3864,rare_intent
1257864,@VirginTrains Was On Oxenholme station earlier about to catch 7.24 to London and like to thank David K for kind help and assistance.,accessibility_assistance,0.4096,rare_intent
526870,"@VirginTrains the crew, especially Jeanine, of the 05:25 Manc to Stafford were absolutely lovely. Very helpful at sorting my assistance and getting me off the train, and just very friendly. Big thanks from me! :)",accessibility_assistance,0.4527,rare_intent
2689178,"@VirginTrains disorganised, stressed staff, over crowded, not safe, health and safety nightmare, disabled persons standing",accessibility_assistance,0.4663,rare_intent
895346,Thank you @VirginTrains for your kind assistance with the mini me's at Kings cross. #grateful #amazingstaff #customerservice https://t.co/r4EqsVLdRZ,accessibility_assistance,0.5069,rare_intent
1647907,"@VirginTrains Due to today, please can I reserve 2 seats from Runcorn to Euston at 6.21 tomorrow, I am travelling with a disabled passenger",accessibility_assistance,0.5455,rare_intent
1633384,@VirginTrains You could have tweeted that 3 days ago when I contacted you. Oh and some assistance on the evening would have been nice too! Whatever happened to customer service,accessibility_assistance,0.5499,rare_intent
2022931,@VirginTrains Today at 13.37. My wife is in a wheelchair,accessibility_assistance,0.5643,rare_intent
1344934,@VirginTrains i used your journeycare website on tuesday to book assistance but i've heard nothing yet and i travel in a few days!,accessibility_assistance,0.5802,rare_intent
1387464,"@VirginTrains disorganisation,bad train management, health and safety laws not abided by, public safety put at risk,disabled people standing",accessibility_assistance,0.5948,rare_intent
1725435,Is Travelling First Class on @VirginTrains #Wheelchair #Accessible https://t.co/b1RPYxgjGw via @521844 #travel #virgintrains #disabled,accessibility_assistance,0.6071,rare_intent
809820,@VirginTrains @1685. No staff to help our group and wheelchair student apparently #virgintrains https://t.co/0GbmjmDgo1,accessibility_assistance,0.6187,rare_intent
2689131,"@120576 @VirginTrains Filmed the whole thing, the lies from the guard, the intimidation. Two disabled passengers, thrown off the train",accessibility_assistance,0.6786,rare_intent
660998,@VirginTrains Thank you for all your assistance you've been amazing JH !!! Someone get this man a medal !!!! Xxx,accessibility_assistance,0.7449,rare_intent
1756542,Epic trip to station from @156271 conference. Legs gave out and had to get taxi to Kx. @VirginTrains assistance crew super helpful,accessibility_assistance,0.7478,rare_intent
2314668,@671169 @VirginTrains @120576 We can both work a trampoline too....,accessibility_assistance,0.7636,rare_intent
809827,@VirginTrains @1685 They need to be spoken too and I will be taking further action. If assistance is tequired it should be sorted.,accessibility_assistance,0.7665,rare_intent
163809,@153905 @VirginTrains No. I remember your last trip to Brum where the heating was ramped up on @VirginTrains.,accessibility_assistance,0.769,rare_intent
1342066,@VirginTrains #deafenedbytheresponse #disappointed,accessibility_assistance,0.7741,rare_intent
677479,"@281602 @VirginTrains Hi Judith, sorry about that, I'm afraid the 0843 will now be starting from Workington as it is cancelled between Carlisle and Flimby. If you phone passenger assist they will be able to help you ^TW",accessibility_assistance,0.7908,rare_intent
1106294,@VirginTrains Why is my reservation a Priority seat? Shouldn't they be left unreserved? There are other unreserved seats in the carriage. https://t.co/apLs1A2JcM,accessibility_assistance,0.7961,rare_intent
2503257,The @VirginTrains  is running slow n late do they not realise its #peakyblinders night,accessibility_assistance,0.7997,rare_intent
737591,@VirginTrains on the 12:10 from New Street to London Euston your train manager repeatedly teased a partially blind man who got his (cont),accessibility_assistance,0.7999,rare_intent
621652,"@VirginTrains @120576 The silence is deafening, probably counting all the money made from this overpriced and underfunded route. £60 to sit on the floor!",accessibility_assistance,0.8005,rare_intent
1320180,"@VirginTrains I am travelling on ur East Coast Train &amp; sun is streaming in
Lovely, but can’t see my mac screen 
Could you not fit blinds?",accessibility_assistance,0.8011,rare_intent
2535777,@VirginTrains do you have any carriages where accessible seats don’t get reserved on your Birmingham-Euston line? 🤔,accessibility_assistance,0.8032,rare_intent
1047516,"@VirginTrains I get cramps in my legs, I could do with a G &amp; T.",accessibility_assistance,0.8052,rare_intent
813596,@VirginTrains had the most horrendous experience on oxford-bham train today with my baby. Terrible accessibility &amp; rude unhelpful staff 👎🏻,accessibility_assistance,0.8111,rare_intent
2721239,"Dear @VirginTrains what's with Will Ferrell yelling at me in the ""washroom"" that he can see me (""Only joking!"") &amp; that ""I'm free"" when the door opens? 1. I'M NOT THAT DEAF. 2. Makes me wistfully nostalgic (almost) for the previous exhortation not to lob my goldfish down the khazi",accessibility_assistance,0.8161,rare_intent
2647483,@VirginTrains Sometimes I think what's the point because all it does is fall on deaf ears. The days when train staff cared what passengers thought is well dead and buried.,accessibility_assistance,0.8172,rare_intent
2754468,@VirginTrains 2 weeks running no M tickets on website. The re-appeared for 2 weeks - what is going on? No joke when you have mobility problems,accessibility_assistance,0.8207,rare_intent
583235,".@VirginTrains need to stop apologising at #Euston . They, .@115793 and .@LondonMidland are pulling a blinder getting these trains away, especially with the overhead damage. #firstclassservice",accessibility_assistance,0.8222,rare_intent
1092767,@VirginTrains London Euston to Coventry the Virgin Service. Tweeted a couple of weeks ago &amp; it seemed fixed (m tickets) but website is off again. I have limited mobility so collecting tickets is an issue,accessibility_assistance,0.8224,rare_intent
1387863,@VirginTrains Looks like I’m not getting any food as we are only 20m out of London. This is hardly accessibility. Won’t be doing this again 😢,accessibility_assistance,0.8243,rare_intent
1753909,@VirginTrains 8.30 London Euston to Preston. Seems to be on time to Crewe fingers crossed do not relish another night my wheelchair on Preston station,accessibility_assistance,0.8258,rare_intent
147526,"@VirginTrains it must cost more to raise the cheque than the £5 value. Not cashing it #insult - and to top it off, live chat not accessible.",accessibility_assistance,0.832,rare_intent
2785823,@VirginTrains I had a damaged ticket. I was advised by Trainline to present the ticket and proof on the Trainline app. I was accused of attempting to use an already used ticket &amp; it was taken off me. It’s cost me £100 to get home. I’m disabled. Arseholes.,accessibility_assistance,0.8373,rare_intent
2605851,"@VirginTrains @242596 Top of the ramp between bridges at the entrance,paramedics and virgin staff are in attendance",accessibility_assistance,0.8375,rare_intent
2404571,"@VirginTrains I have spoken to them, apparently they do not have the technology to teleport me past the inaccessible carriage route to the food cart. I'm thoroughly disappointed. Instead they've offered to basically be a trolley service, which is rather ironic considering you removed it.",accessibility_assistance,0.8396,rare_intent
2469324,"@VirginTrains @133684 The Costa coffee shop on the platform at Lancaster has made no attempt to remove the step at its entrance, making it inaccessible",accessibility_assistance,0.841,rare_intent
1190877,"@133522 @VirginTrains Exactly. The last time my mother (in her 70s, some relatively small mobility issues) used @VirginTrains out of Euston was three years ago, for precisely this reason. If I hadn't been with her, she'd have been in real difficulty trying to board in the time allowed.",accessibility_assistance,0.8412,rare_intent
2672787,"@VirginTrains @752497 @443209 Hi Helen, thanks for getting in touch! We also have an accessible toilet in Coach F, which provides a little more room :) ^JC",accessibility_assistance,0.8435,rare_intent
