tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1067788,AppleSupport,False,Mon Oct 23 15:26:00 +0000 2017,@139961 We're happy to assist with this. Which version of iOS is installed? When did these issues start?,1067789,1067790
1413237,448428,True,Thu Nov 02 00:50:35 +0000 2017,Why is IOS11.3 so rubbish! @AppleSupport - my phone keeps crashing when I swap between 3G and WIFI it’s beyond annoying now!!😑,1413236,
1757852,AppleSupport,False,Wed Nov 08 17:37:00 +0000 2017,@234455 We'd like to look into this with you. Do media controls on your keyboard work for iTunes if iTunes is the active window?,1757853,1757851
387600,AppleSupport,False,Mon Oct 09 20:11:56 +0000 2017,@207741 Thanks for letting us know! Let us know what kind of troubleshooting you’ve completed in DM. We’ll continue there. https://t.co/GDrqU22YpT,,387598
2296203,258320,True,Sun Nov 12 17:45:25 +0000 2017,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????",2296200,
2029744,600223,True,Tue Nov 07 03:12:09 +0000 2017,@AppleSupport 7Plus goes from 100% —&gt; 20% in like 4 hours since iOS 11. 😭,2029743,
1798305,540344,True,Sat Oct 14 00:02:51 +0000 2017,"@AppleSupport downloaded new update for iPhone 8, and many pictures that were taken a week ago have disappeared.  What happened????",1798304,
178705,158112,True,Wed Oct 04 03:23:45 +0000 2017,"@AppleSupport Please tell me why 1-800-MY-IPHONE isn't working. I keep getting a ""can't connect/disconnected"" message. I really need help.",178704,
1217577,AppleSupport,False,Wed Oct 25 16:24:27 +0000 2017,@405705 Thanks for that info. Check out these steps and then DM us if that persists: https://t.co/U53YusKX3z We look forward to helping. https://t.co/GDrqU22YpT,,1217576
428350,AppleSupport,False,Tue Oct 10 13:35:34 +0000 2017,@216882 We know how important getting directions can be at times. Report an issue with Maps with these steps: https://t.co/jiMIBQw7go,,428351
750017,AppleSupport,False,Thu Nov 02 17:50:33 +0000 2017,"@299278 We're here for you. Send us a DM, and we'll discuss this further there: https://t.co/GDrqU22YpT",,750018
2177295,AppleSupport,False,Thu Nov 09 15:45:37 +0000 2017,@638175 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,2177296
748820,AppleSupport,False,Wed Oct 11 17:27:02 +0000 2017,@299006 We certainly want to look into this with you! Please send us a DM to get started. https://t.co/GDrqU22YpT,,748821
553566,249112,True,Sat Dec 02 15:57:18 +0000 2017,"@AppleSupport I see there’s a new update (11.2) for my iPad Pro. But I also see people complaining. Should I update? I’m currently using version 11.1.2 and right now it works just fine. Don’t wanna get any bugs, etc.. thanks",553565,
2320086,AppleSupport,False,Mon Nov 13 13:22:00 +0000 2017,"@672417 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",2320087,2320088
480607,AppleSupport,False,Fri Dec 01 13:22:57 +0000 2017,"@229221 Good morning, thanks for reaching out about your new iPhone X. Congratulations! We'd love to help out. Did your photos and text replacement finish downloading after this message? This can really help you get a jump start: https://t.co/Lr8zUtw9ls",480608,480609
2304349,175104,True,Sun Nov 12 20:26:34 +0000 2017,@AppleSupport Correct.,2304351,2304348
827148,317030,True,Fri Oct 13 13:34:01 +0000 2017,@AppleSupport No I would like more storage for apps and pictures,827150,827147
1156283,AppleSupport,False,Tue Oct 24 18:14:00 +0000 2017,@391996 We'd be happy to help. Send us a DM with details on when you noticed the issue. https://t.co/GDrqU22YpT,,1156284
2484209,709689,True,Wed Nov 15 12:15:50 +0000 2017,This update is draining my battery upon other things and can we get the separate volume control back? @AppleSupport,2484208,
1125441,AppleSupport,False,Sat Oct 14 14:33:29 +0000 2017,@385360 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,1125442
1765923,AppleSupport,False,Tue Nov 07 21:51:35 +0000 2017,@531085 Let's look into this for you. Send us a DM and we can go over some options. https://t.co/GDrqU22YpT,,1765924
229176,AppleSupport,False,Wed Oct 11 18:07:28 +0000 2017,@170653 We've got some steps we can try to work through this. DM us so we can take a closer look. https://t.co/GDrqU22YpT,,229177
1235636,409817,True,Wed Oct 25 18:29:09 +0000 2017,The new iOS update was supposed to fix music features yet here I am... still unable to pause Spotify from the lock screen @AppleSupport,1235635,
1727418,AppleSupport,False,Mon Nov 06 21:45:29 +0000 2017,@522407 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1727419,1727420
1591985,489373,True,Sun Nov 05 01:00:53 +0000 2017,@AppleSupport Thank you!!,,1591984
1120632,384368,True,Sun Oct 15 14:25:30 +0000 2017,@AppleSupport IPhone 7 Plus on iOS 11.0.3 &amp; Apple Watch on watchos4,1120634,1120631
2127341,626358,True,Wed Nov 08 17:40:13 +0000 2017,@AppleSupport what is this shit: I️,2127340,2127342
1717633,AppleSupport,False,Thu Oct 26 17:58:32 +0000 2017,@240338 That's unexpected. Let us help. Tell us more about what happens in DM. https://t.co/GDrqU22YpT,,1717634
2305458,AppleSupport,False,Sun Nov 12 23:50:26 +0000 2017,@668883 We're happy to help. What trouble are you having with your Calculator?,2305459,2305460
2580545,743493,True,Fri Nov 17 17:27:27 +0000 2017,"@302308 @AppleSupport Mate, I've not been able to install an iOS update since the day the new iPhone was launched!  Coincidence?!?","2633237,2633234",2580544
2914619,AppleSupport,False,Tue Nov 28 23:11:37 +0000 2017,@806804 We'd like to help. Send us a DM with the iOS version you are currently using and we can start there. https://t.co/GDrqU22YpT,,2914620
1540538,477441,True,Sat Nov 04 16:43:25 +0000 2017,@AppleSupport I've tried all of these,1540540,1540537
1771172,532411,True,Tue Nov 07 22:49:55 +0000 2017,@AppleSupport what does this feature do on the IPhone. In genuinely curious because it’s useless. https://t.co/De5CTkBJ5S,1771171,
449461,AppleSupport,False,Thu Nov 30 21:56:31 +0000 2017,"@221516 Yes, that is correct.",,449460
328510,194325,True,Sat Oct 07 15:07:05 +0000 2017,@AppleSupport my wife did IOS update in her IPhone 6 and the ringtone sound no longer works. What can we do to solve the issue?Please advise,328509,
118064,142178,True,Thu Nov 23 21:50:39 +0000 2017,@AppleSupport i am using ios 11.1.2,118062,118068
1342762,AppleSupport,False,Fri Oct 27 16:00:30 +0000 2017,@433165 We can help. Join us in DM here and let us know what software version you're running: https://t.co/GDrqU22YpT,,1342763
2647127,746847,True,Sun Nov 26 22:16:09 +0000 2017,"@AppleSupport Woah! That was instant... Will do , TY!",,2647126
2480173,708756,True,Sun Oct 29 21:48:05 +0000 2017,@AppleSupport I know. But how can I get easy access to it - like get it in the new control center??,2480171,2480174
2774286,775338,True,Tue Nov 21 13:21:21 +0000 2017,"@AppleSupport my Photos (10.12.2) won’t export files now, big problem what’s the fix?","2774287,2774285",
983040,AppleSupport,False,Sun Oct 22 21:14:03 +0000 2017,@201000 Thanks for clarifying that for us. Let's continue in DM so we may better assist you. https://t.co/GDrqU22YpT,,983039
1711288,AppleSupport,False,Tue Nov 07 01:53:30 +0000 2017,@518396 You're welcome.,1711289,1711290
2071091,AppleSupport,False,Mon Oct 09 02:40:00 +0000 2017,@612497 We'd love to help with your apps! Let's see if these steps help with your apps crashing: https://t.co/fUZ0NRJxcn DM us: https://t.co/GDrqU22YpT,,2071092
1360204,437112,True,Fri Oct 27 18:07:03 +0000 2017,@AppleSupport I can’t get this picture to load the original version where it’s not blurry. I’ve tried everything. Please help Apple ! https://t.co/esstQVaYlI,1360201,
2110855,622673,True,Fri Nov 17 20:57:28 +0000 2017,"@AppleSupport Yes I do use the library. I left the WiFi zone about 30 minutes after. It’s still staying now that’s it’s updating, but still nothing",2110857,2110854
1614956,AppleSupport,False,Wed Oct 18 18:33:00 +0000 2017,@495347 We want you to have a smooth experience with an update. Could you explain what specifically is happening with your apps?,"1614957,1614955",1614958
2476257,707857,True,Wed Nov 15 19:05:06 +0000 2017,"@AppleSupport Also, I’ve realized this all happened when I updated my phone from not this update but from the one before. I have the newest update but it didn’t fix the problem",2476259,2476256
658022,276646,True,Wed Nov 22 23:34:51 +0000 2017,@AppleSupport I tried both my older and new charger and a different outlet. It takes much longer than my older iPhone and I’m not sure why!,658024,658021
2730376,AppleSupport,False,Tue Nov 21 13:24:00 +0000 2017,@765479 Awesome!  Glad to hear you're back on track. Don't hesitate to reach out for assistance in the future.,,2730375
1932284,AppleSupport,False,Sat Oct 28 18:49:00 +0000 2017,@575015 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,1405368
60305,129790,True,Wed Nov 01 21:06:34 +0000 2017,@AppleSupport yes this was when i looked on my music on my phone bc the album won’t go on it even tho i have a lot of space,60307,60304
2834402,AppleSupport,False,Mon Nov 27 14:29:14 +0000 2017,@789018 Let’s dig a little deeper to see what we can find out. Does this happen with every contact or only this one? Did this issue only start with the iOS 11.1.2 update or did you notice it with other versions of iOS 11 as well?,2834403,2834404
2302702,AppleSupport,False,Sun Nov 12 18:56:29 +0000 2017,@668205 We're here to help in any way we can. What is the current version of iOS that you updated to? Check Settings &gt; General &gt; About.,2302703,2302704
2484239,AppleSupport,False,Wed Nov 15 19:00:38 +0000 2017,"@709698 Thanks for getting back to us about this. We want to make sure that you receive top-notch support with your order. For that, please contact our Online Store team for additional assistance. You can do that using the link found here:  https://t.co/8yjRd1Xo0i",,2484238
1018110,AppleSupport,False,Sun Oct 22 18:11:29 +0000 2017,@360892 Updates are important &amp; we can help. When updating do you receive any error messages? Are you updating over Wi-Fi or iTunes? https://t.co/GDrqU22YpT,1018109,1018111
1724879,521696,True,Wed Nov 08 18:55:53 +0000 2017,@AppleSupport Thanks! I️ always wanted to pay 💰 for a 📱 only to have to fix it myself so I️ can type I,,1724878
2366172,683063,True,Mon Nov 13 23:07:20 +0000 2017,@AppleSupport Nope. It just closes the app.,2366174,2366171
541074,AppleSupport,False,Sat Dec 02 15:38:29 +0000 2017,"@245513 We want to help. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:
https://t.co/Wc5MHFZb0p",,541075
2207403,AppleSupport,False,Fri Nov 10 02:42:30 +0000 2017,"@645370 We recently released an iOS update, 11.1.1, that contains a fix for auto-correct issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",,2207404
2277036,287512,True,Sat Nov 11 17:57:13 +0000 2017,@AppleSupport IOS11.1 useless - 🍎 don’t seem to have a clue ..... once again rubbish etc support 👎👎👎👎👎👎👎👎👎👎👎 https://t.co/TlT6DN2ZfM,,2277035
150019,AppleSupport,False,Fri Nov 24 16:37:33 +0000 2017,@150203 Send us a DM and let us know what country you use in the iTunes Store. We'll take a closer look at this there. https://t.co/GDrqU22YpT,,150018
2313098,AppleSupport,False,Sun Nov 12 22:55:30 +0000 2017,"@670784 We're here for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,2313099
1936746,576189,True,Wed Oct 18 15:48:54 +0000 2017,@AppleSupport Standard photos work. The time lapse works. Video and slo-mo do not work. It is happening with the app and third party apps too.,1936748,1936745
1558089,AppleSupport,False,Sat Nov 04 12:58:00 +0000 2017,"@481580 Thanks for reaching out to us, we're here for you. Please follow the steps in this support article: https://t.co/xXaXefaskH",,1558090
172970,AppleSupport,False,Sat Nov 25 02:55:31 +0000 2017,@129828 Thank you for the DM. We'll continue working with you there.,,172968
1517840,AppleSupport,False,Fri Nov 03 19:23:01 +0000 2017,@472147 We're here to help! DM us some details on what's going on with your iPhone to get started: https://t.co/GDrqU22YpT,,1517841
2679287,753893,True,Tue Oct 31 14:45:48 +0000 2017,"I’m not happy @AppleSupport 😣
since update my ipad does not delete apps","2679289,2679285",
2593220,734392,True,Fri Nov 17 03:40:49 +0000 2017,"@AppleSupport I know how to force quit. It happens regardless of the Website I'm on. Twitter, FB Google etc. I've tried it and it only lasts a few minutes then the dreaded beach ball comes back. It's doing it know while I'm trying to type.",2593222,2593219
2176440,AppleSupport,False,Thu Oct 19 12:23:00 +0000 2017,@637998 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT,,2176441
661536,AppleSupport,False,Thu Nov 23 01:05:52 +0000 2017,@277626 We can certainly take a look at this with you. We want to be sure your camera is working normally. Does this happen with the selfie camera as well? DM us and let us know. https://t.co/GDrqU22YpT,,661537
2776018,AppleSupport,False,Tue Nov 21 16:16:01 +0000 2017,@142965 Thank you. We're not able to duplicate the issue with this particular app. Please DM and tell us if you see the app listed under Settings &gt; Safari &gt; Passwords. https://t.co/GDrqU22YpT,,2776016
978596,352090,True,Sun Nov 05 14:27:50 +0000 2017,I️ wonder when this is going to stop @AppleSupport,978595,
2505082,714357,True,Wed Nov 15 20:28:09 +0000 2017,@AppleSupport I don't care how many new phones y'all make my phone shouldn't go slow just because a new one is coming out get it together,2505081,
2431351,AppleSupport,False,Tue Nov 14 20:47:30 +0000 2017,"@697908 Thanks for reaching out to us about your app icons. We see what you mean there. For your iPhone, please follow these steps and DM us: https://t.co/vKgIEEuNia https://t.co/GDrqU22YpT",2431352,2431353
1658636,AppleSupport,False,Mon Nov 06 04:56:53 +0000 2017,@506049 We want to help. Send us a DM and tell us what happens when you're closing apps. We'll help. https://t.co/GDrqU22YpT,,1658637
2973539,820085,True,Wed Nov 15 18:29:50 +0000 2017,@AppleSupport i have iphone7 and after updating it to ios 11.1 when i click on msg icon of any contact it open inbox not new msg composition,2973538,
619378,266977,True,Wed Nov 22 16:46:39 +0000 2017,@AppleSupport It arrived yesterday,619380,619377
63223,130506,True,Wed Nov 01 21:03:22 +0000 2017,When is @AppleSupport fixing this issue where the letter “eye” stops changing to I️ on all apps?,63222,
1913852,AppleSupport,False,Wed Oct 25 20:28:00 +0000 2017,@570076 We'd love to help with your iPhone. Can you DM us the exact version of iOS running and what's happening exactly? https://t.co/GDrqU22YpT,,1913853
570153,253831,True,Sun Dec 03 03:26:18 +0000 2017,"What the heck happened?
 @115858 @AppleSupport https://t.co/YfVpUYiuZB",570151,
171755,156109,True,Fri Nov 24 22:02:08 +0000 2017,@AppleSupport Hi. Is it possible to check the overall battery health on my iPhone 6?,"171754,171756",
2675060,AppleSupport,False,Tue Oct 31 12:51:00 +0000 2017,@753012 We're happy to help out. Send us a DM to continue. https://t.co/GDrqU22YpT,,2675061
1734417,523757,True,Tue Nov 07 03:42:25 +0000 2017,@AppleSupport my iPhone started strucking when I got updated new iOS 11.1 plz resolve the issue.,1734416,
637459,AppleSupport,False,Wed Nov 22 19:13:32 +0000 2017,@271148 Thanks for that info! That's up-to-date for sure. Can you tell us if this is with a particular podcast or with all? Are you missing ones that were there before or not able to download new ones? Check out this article as well: https://t.co/yie6qPpplH,637458,637460
249303,AppleSupport,False,Sat Nov 25 02:50:30 +0000 2017,@175230 We'd like to help by providing the steps under 'Have a word or phrase you use and don’t want it corrected?' here: https://t.co/7S7p1ZvnnE,,249304
712511,AppleSupport,False,Tue Oct 10 22:21:33 +0000 2017,"@290397 Let's tackle all of its issues together, starting with your iPhone's model and any steps you've tried so far.",712512,712513
1863412,AppleSupport,False,Fri Oct 20 13:08:37 +0000 2017,@556780 Definitely not what we want you to experience. Please DM us and let us if you're experiencing these issues in specific apps. https://t.co/GDrqU22YpT,,1863413
2896136,802521,True,Tue Nov 28 16:19:10 +0000 2017,Dear @AppleSupport and @118101 .. #IOS11 has made my #ipadpro unfit for use (business) the replacement with #IOS10 from #appleshopbrighton wont register on the #EE network . All I'm told is reset and restore .. #ijustwantittowork !,"2896132,2896137",
26712,121850,True,Wed Nov 08 23:22:21 +0000 2017,@AppleSupport And when I search for it in the regular store it doesn't even show up anymore,,26710
1295095,422759,True,Thu Oct 26 20:19:06 +0000 2017,@AppleSupport and I saw other tweets where people are having the same issue today? I have a valid account and subscription🤔 #AppleMusic,1295094,1295096
105329,AppleSupport,False,Thu Nov 30 18:37:09 +0000 2017,"@139260 We'd like to help. Please let us know in DM the device you are using, along with the software version it is running to start: https://t.co/GDrqU22YpT",,105330
1304256,424773,True,Fri Oct 27 01:37:55 +0000 2017,"@AppleSupport I can speak in english too, it happens that your iPhone is trash, i have to download everytime a 1:30 video in 1080p 60fps from my iCloud","1304258,1304259,1304260",1304255
433091,218006,True,Tue Oct 10 14:27:29 +0000 2017,@AppleSupport just been offered another update so trying that right now,,433090
2321357,672694,True,Mon Nov 13 06:34:50 +0000 2017,@AppleSupport iOS 11.1.1 massive battery drain. Apple Music crashing constantly. Not good.,2321356,
2445276,AppleSupport,False,Wed Nov 15 15:56:00 +0000 2017,"@701070 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",,2445274
2281177,AppleSupport,False,Sat Nov 11 20:51:26 +0000 2017,"@663104 Thank you. Do you mind providing us the exact iOS version. This can be found under Settings &gt; General &gt; About? Also, this doesn't happen when you're sending sms messages (messages sent to non-iPhone users), correct?",2281178,2281179
2072499,AppleSupport,False,Sat Oct 07 20:41:01 +0000 2017,"@612993 We can help with battery life. First, optimize your settings, and DM us if this continues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",,2072500
1605547,492509,True,Sun Nov 05 19:04:26 +0000 2017,@AppleSupport Yeah it worked but I shouldn’t have to do that. Just send a software fix to fix everyone’s. We give you enough money. Fix the problem.,,1605546
761934,302043,True,Wed Oct 11 20:24:07 +0000 2017,@AppleSupport My computer is saying my phone is up to date even thought it's not?? And my texts are still deleting +taking up storage,761933,761935
243055,173721,True,Wed Oct 04 18:12:49 +0000 2017,"@AppleSupport It doesn’t say “delivered” at the bottom, sometimes they get it anyway, and sometimes it’s days before I realize it didn’t go through",243057,243054
2675431,AppleSupport,False,Tue Oct 31 13:00:00 +0000 2017,"@753085 We know how important photos are. Do you use iCloud Photos? If so, are your photos appearing at https://t.co/tmRhWEkIq4?",2675432,2675433
2840396,AppleSupport,False,Mon Nov 27 16:21:01 +0000 2017,@790412 We love feedback and suggestions. Feel free to let your voice be heard here: https://t.co/eTPVYVFyd8,2840397,2840398
2939051,AppleSupport,False,Tue Oct 31 19:44:35 +0000 2017,@812341  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,,2939052
2917312,807478,True,Wed Nov 29 01:37:02 +0000 2017,"@AppleSupport Nothing happens, it’s still waiting for activation and never activates",2917314,2917311
549573,AppleSupport,False,Sat Dec 02 20:56:28 +0000 2017,@247964 Did the 11.2 update resolve the issue? We want to be sure you are in working order.,549574,549570
2751102,AppleSupport,False,Tue Nov 21 00:57:04 +0000 2017,"@770200 We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",,2751103
810313,313079,True,Thu Oct 12 19:01:47 +0000 2017,I don’t know how to turn off the fucking auto brightness from my iPhone since this update. HELP @AppleSupport,810312,
489710,150559,True,Fri Dec 01 15:13:47 +0000 2017,@AppleSupport latest update has made my iPad mini  drain so quickly I’m forever charging it was fine before these last two updates,489709,
199423,AppleSupport,False,Thu Oct 05 14:40:37 +0000 2017,@163012 Send us a DM. Let us know the country you're in. https://t.co/GDrqU22YpT,,199421
1534980,AppleSupport,False,Sat Nov 04 00:12:44 +0000 2017,@476001 Let's look into this with you today. What version of iOS is your iPhone running currently?,1534981,1534982
874905,AppleSupport,False,Fri Oct 20 21:13:32 +0000 2017,@327715 We want to help.  Send us a DM letting us know more about what you are experiencing. https://t.co/GDrqU22YpT,,874906
285747,AppleSupport,False,Fri Oct 06 14:13:55 +0000 2017,@184077 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,285748
1161957,393376,True,Mon Nov 06 06:56:55 +0000 2017,Why everytime I️ type the letter “I️” a boxed question mark comes up ? 😤@AppleSupport,"1161958,1161956",
2805171,782410,True,Wed Nov 22 03:05:33 +0000 2017,@AppleSupport I know it was IOS 10. ?,2805175,2805169
451399,222041,True,Thu Nov 30 21:40:20 +0000 2017,@AppleSupport I just got a message saying ‘can’t reach the FaceTime servers. Try again’,,451398
184867,159473,True,Tue Nov 14 04:07:58 +0000 2017,@AppleSupport @115858 when are you gonna fix this problem I️ have with typing it would be great if you can let me know,184865,
2145710,630794,True,Thu Nov 09 00:02:31 +0000 2017,@AppleSupport any help for battery life draining absurdly fast with iOS 11.1?,2145708,
2013932,AppleSupport,False,Sun Nov 05 17:01:12 +0000 2017,@515542 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,2013933,2013934
958699,347475,True,Wed Oct 11 07:36:38 +0000 2017,"@AppleSupport can we get some feedback on whats happening with ios 11.0.2? Bought an iPhone 7 yesterday, updated and battery life is abysmal",958698,
1415286,448892,True,Thu Nov 02 01:40:47 +0000 2017,It’s the same problem everyone that has updated is complaining about. RT @AppleSupport: @448892 ... https://t.co/0brxzfL1wA,1415285,
2014901,595802,True,Sun Nov 05 14:33:05 +0000 2017,@115858 @AppleSupport GIVE ME BACK MY iiiiiiiiiiiiii,2014900,
2169784,AppleSupport,False,Thu Nov 09 04:09:28 +0000 2017,@587273 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,2169785
1016782,AppleSupport,False,Mon Oct 23 01:01:29 +0000 2017,@360573 We'd like to help you out. DM us some more details and we can get started. https://t.co/GDrqU22YpT,,1016783
817682,AppleSupport,False,Thu Oct 12 20:59:58 +0000 2017,@314756 We've received your DM and will continue to work with you there.,817683,817684
2206903,AppleSupport,False,Thu Oct 19 13:59:00 +0000 2017,@645233 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,2206904
248731,175088,True,Thu Oct 05 18:54:04 +0000 2017,"@AppleSupport @175087 I’m having same issues, ios 11.0.2 with ipad and iphone...",,248729
2801491,781521,True,Wed Nov 22 00:36:04 +0000 2017,"#iPhoneX 用公式 @123765 アプリで画像を見てると表示がバグる

https://t.co/QgarCo9MXR

@115858 @AppleSupport @116333 @781522 @TwitterSupport @12 https://t.co/1ePy5yFAP8",2801490,
1242841,411557,True,Wed Oct 25 23:09:16 +0000 2017,@AppleSupport Yes and yes.,1242843,1242840
2298629,AppleSupport,False,Sun Nov 12 14:47:29 +0000 2017,@667230 Let's get you to the right place for help working through this. Our Photos experts will be best equipped to assist you from here. You can get in touch with them via the following link: https://t.co/IBIY3vMgPj,,2298630
1220437,AppleSupport,False,Sat Nov 25 20:17:59 +0000 2017,@375521 You're very welcome! Feel free to reach out to us again if you need us!,,1220436
2652680,585723,True,Sat Nov 18 13:30:05 +0000 2017,Hey @AppleSupport 100339933295 is still outstanding after your software engineers and Apple Corp deliberately broke my iPhone 6 with iOS 11,2652679,
359302,201091,True,Sun Oct 08 11:48:23 +0000 2017,"@AppleSupport Hi. Yes, even after rebooting. I think it’s the design itself?
Version below. https://t.co/bCDC5jm5Kc",359301,359303
639848,AppleSupport,False,Wed Oct 04 22:04:56 +0000 2017,@271772 No worries at all and thanks for letting us know. Feel free to reach out if you have any other questions or concerns.,,639849
2355027,680388,True,Mon Nov 13 18:25:28 +0000 2017,Trying To Update My IPhone And This Keeps Popping Up Even Though I Am Connected To The Internet! Helppppp. @AppleSupport @115858 https://t.co/iJy2qWTXHD,2355025,
1839001,AppleSupport,False,Tue Oct 17 19:39:00 +0000 2017,@551163 Your battery life is important to us. Let's see what we can do to get this resolved for you by working together in DM. https://t.co/GDrqU22YpT,1839002,1839003
1458849,AppleSupport,False,Sat Nov 04 04:12:24 +0000 2017,"@326044 That's great news! If you need any more help, reach out to us in DM. We're here for you. Enjoy your new Phone! https://t.co/GDrqU22YpT",,1458847
2679405,753916,True,Sun Dec 03 17:26:15 +0000 2017,"@AppleSupport hii my battery life been draining alot lately even if i don't use it, it goes from 100% to 80",2679404,
1935751,575876,True,Fri Oct 27 18:12:10 +0000 2017,@AppleSupport Why can I not chat/call you guys for support on an order? I can’t get through any way and it is time sensitive.,1935750,
1810053,AppleSupport,False,Wed Oct 18 00:48:00 +0000 2017,"@543788 We'd like to check into what's going on with your battery. Please send us a DM, and we'll investigate together. https://t.co/GDrqU22YpT",1810052,1810054
711661,AppleSupport,False,Tue Oct 10 21:55:28 +0000 2017,@290193 We’d like to help get you back to enjoying your iPhone. What model iPhone do you have? Have you been able to restart your iPhone?,,711662
2212867,646717,True,Fri Nov 10 03:51:27 +0000 2017,@AppleSupport Thanks,2212866,2212868
1807873,AppleSupport,False,Sat Oct 14 13:52:26 +0000 2017,@543129 We'd like to look into this with you. Please send us a DM and let us know exactly what occurred. Was your iPhone recently updated? https://t.co/GDrqU22YpT,,1807874
1535052,476026,True,Fri Nov 03 19:55:20 +0000 2017,Why does my phone keep changing the letter “i” to a capital A and a boxed question mark with the new update ????! @AppleSupport,"1535053,1535051",
939160,140829,True,Sat Nov 25 16:39:36 +0000 2017,@AppleSupport Thanks so my account is safe?,939159,939161
1228771,AppleSupport,False,Wed Oct 25 20:18:00 +0000 2017,@408269 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,1228772
2966564,AppleSupport,False,Wed Nov 29 22:53:00 +0000 2017,@818410 We'd like to help! Can you tell us the version of iOS that is running on your device?,2966562,2966565
2300923,AppleSupport,False,Sun Nov 12 17:19:00 +0000 2017,@667800 We certainly appreciate your feedback regarding the Health app. There isn't a way to track medications in the way you're describing. We'd welcome you to submit your comments to us here: https://t.co/eTPVYVFyd8,,2300924
1293763,422548,True,Fri Oct 27 00:26:45 +0000 2017,"@AppleSupport iPhone 6s ,OS 11.0",1293765,1293762
2015410,AppleSupport,False,Sun Nov 05 19:18:02 +0000 2017,"@595966 We're here to help. Send us a DM with the iPhone model and iOS version you have, and we'll get started. https://t.co/GDrqU22YpT",,2015411
1586841,AppleSupport,False,Sat Nov 04 18:06:00 +0000 2017,@488162 We’d love to help. See our guide here: https://t.co/xU1AGHStV6 Send us a DM if we can help further. https://t.co/GDrqU22YpT,,1586842
1106651,381178,True,Tue Oct 24 00:37:45 +0000 2017,@AppleSupport Will those numbers still be able to text me?,1106653,1106650
2728576,765056,True,Mon Nov 20 14:11:07 +0000 2017,@AppleSupport iPhone 8 Plus iOS 11.1.2,2728578,2728575
2585639,AppleSupport,False,Fri Nov 17 00:16:01 +0000 2017,@732670 We're here to help find the best solution to enjoy the battery of your device. What iOS version are you on?,2585640,2585641
371880,324548,True,Mon Oct 09 15:35:30 +0000 2017,@204092 @124423 @AppleSupport I have the same problem...,861458,371876
2564167,234782,True,Thu Nov 16 18:22:01 +0000 2017,@AppleSupport It was a few minutes ago. I was using my HP laptop. It did finally go through.,2564169,2564166
1566803,483586,True,Sat Nov 04 20:07:23 +0000 2017,@AppleSupport way home and I go from 100% to less than 20% in that short time.,,1566801
1947479,AppleSupport,False,Mon Oct 30 13:30:30 +0000 2017,@578690 We're here to help. DM us with details explaining what happens when the device crashes. We'll continue there. https://t.co/GDrqU22YpT,,1947480
2910444,575515,True,Tue Nov 28 21:44:23 +0000 2017,@AppleSupport iOS 11.1.2 iPhone 7,2910446,2910443
999877,240351,True,Fri Nov 03 16:10:17 +0000 2017,@AppleSupport Would we do this prior to contacting our current carrier to activate the new device?,1522698,999856
2675425,753083,True,Tue Oct 31 06:48:41 +0000 2017,Cara menonaktifakan auto britghnes iphone @AppleSupport @115858 @76670 @76671 @76672  https://t.co/MpssxwIEOZ,2675424,
1143207,AppleSupport,False,Sun Oct 15 16:27:00 +0000 2017,@389073 We'd like to help.  Can you explain in DM more about the issue you're having?  We'll continue there. https://t.co/GDrqU22YpT,,1143208
