text,weak_intent,human_intent,human_escalate,human_reason,review_type,note
1. Kernel panic 2. Take comp to Apple store 3. “Bad ram” 4. Kernel panic 5. “Bad board” 5. Kernel panic 6. “Bad WiFi card. 7. Kernel panic 8. Fixed! 9. Kernel panic 10. Uhhh. @applesupport @115858 TEACH YOUR TECHS HOW TO FIX SOMETHING!!! Worst service ever. 3 weeks w/o a machine,howto_guidance,hardware_device,1,complaint_review,manual-60,Mac kernel panic + 3wks no machine + abuse -> escalate
@AppleSupport Well aside from the fact it will be 10 days before I get a refund everything seems ok,purchase_billing_service,purchase_billing_service,0,none,manual-60,
"@AppleSupport I'm just worried:
-why the activation lock screen?
-why wasn't my iPad erased via iCloud?

I gave up and did a factory reset. The questions remain unanswered  :(",apple_id_icloud,apple_id_icloud,1,account_security,rulebook-assisted,
@AppleSupport https://t.co/V1za3V6u5Y,support_access_followup,other_out_of_scope,0,none,rulebook-assisted;FLIP-intent,
@AppleSupport Btw. The keyboard is an apple original 😀,hardware_device,hardware_device,0,none,rulebook-assisted,
@AppleSupport That fixed it thanks,support_access_followup,support_access_followup,0,none,rulebook-assisted,
@AppleSupport Certainly. I’ll collect some screenshots to illustrate the problem and message you later.,hardware_device,hardware_device,0,none,rulebook-assisted,
@AppleSupport just bought an album. Keeps saying item is not available when I try to play it in Music. It won’t let download it either.,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
"@AppleSupport I lost my Ipad Air on Monday evening and the person who has it knew my password and has changed my apple ID, kindly help.",apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport what’s with the multiple people including myself and 3 friends that have over $90.00 in unauthorized charges from iTunes?,apps_media,apps_media,1,account_security,rulebook-assisted,
@AppleSupport After last update.,software_update,software_update,0,none,rulebook-assisted,
"@AppleSupport Yes! I call another iPad or another iPhone... (I tried with my wife’s iphone..) when some call me with FaceTime, iPad doesn’t ring...",apps_media,apps_media,1,human_request,rulebook-assisted,
@AppleSupport HOW DO YOU TURN OFF AUTO BRIGHTNESS,howto_guidance,howto_guidance,0,none,rulebook-assisted,
Hey @AppleSupport the newest update I did on my 6s has rendered my phone damn near useless. Tell me how to unfuck my phone now please.,software_update,software_update,1,complaint_review,manual-60,profanity + useless phone -> complaint review
"@AppleSupport my alarm didn’t go off this morning, it just vibrated. This has happened multiple times since updating to iOS11",software_update,software_update,0,none,rulebook-assisted,
@AppleSupport Hey- I just realized I was subscribed to something that I don’t want anymore- canceled but already got charged- refund?,purchase_billing_service,purchase_billing_service,0,none,rulebook-assisted,
@AppleSupport I'm upset with what's going on. My battery runs out very quickly and it was not common. My iPhone 7+ has only 12 months of use. the version of my ios is 11.1.0. What's going on? 😞,battery_power,battery_power,0,none,rulebook-assisted,
"When I switch between apps using #AirPods on my #iphonex one side stops working. Please don’t tell me to turn of Bluetooth or reset AirPods. Been there, done that. Your support on the phone said I need a higher level support. Why can’t they just work? @AppleSupport",connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport Here are the third party apps that I am using. Battery performance is very low. Thanks for the support https://t.co/3sJTvptVfu,battery_power,battery_power,0,none,rulebook-assisted,
"@AppleSupport I am having some issues on notifications page, it looks weird after I upgraded to iOS 11.1 #iOS111 https://t.co/qQcvKRNZfV",software_update,software_update,0,none,manual-60,post-11.1 notifications regression; legal_safety FP
@AppleSupport Being told my iCloud storage may be downgraded but card payment processing is temporarily down and I can’t re-confirm my card.,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
"@AppleSupport  hi, I have a problem w/ my Apple ID. ☹️ can u help me pls? 😭🙏",apple_id_icloud,apple_id_icloud,0,none,manual-60,
"@124890 Não melhorou. PIOROU!
Sai de casa com 100% de bateria e cheguei no trampo com 92%... SEM USAR!
@AppleSupport please, fiX the battery issue!",battery_power,battery_power,1,legal_safety,rulebook-assisted,
"@AppleSupport I’m having trouble with sms messages failing... 

is this a carrier problem with @122326 or with my iPhone? 

It seems if recipients are not in my contacts I can’t text them? https://t.co/3RKlo9jZq1",connectivity,connectivity,0,none,rulebook-assisted,
@AppleSupport iCloud I think!,apple_id_icloud,apple_id_icloud,0,none,rulebook-assisted,
@AppleSupport restoring an iCloud backup on my new iPhone. Photos and videos haven’t gone across... I’ve erased iPhone and restored several times - what is happening?! 🤭,setup_transfer_restore,setup_transfer_restore,0,none,manual-60,
Feel like I have been scammed by @115858 @AppleSupport - the behaviour of staff at Leeds. They have lost my watch. It’s a disgrace.,other_out_of_scope,other_out_of_scope,0,none,rulebook-assisted,
