text,human_intent,pred_intent,human_esc,pred_esc,human_reason,pred_reason,ground,safety_j,verdict,llm
@AppleSupport It's keeps saying there is something wrong with my network. Yes I have restarted the device and used the Wi-Fi?,connectivity,connectivity,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
This new iPhone update drains my battery so dang bad. Like why? 🙄@AppleSupport,setup_transfer_restore,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport How do I stop Messages from taking Live photos? It's disabled everywhere but Messages doesn't respect this. Please help!,howto_guidance,howto_guidance,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport And this spotify is streaming and can control nor volume nor switching songs and even pause/play doesnt work it just starts playing 1/2,other_out_of_scope,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"Is anyone having maddening battery issues with their Apple Watch? Like, barely lasting through the day? @applesupport",battery_power,battery_power,1,1,legal_safety,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport is there anyone around I could talk to re: Apple renew?,purchase_billing_service,other_out_of_scope,1,1,human_request,human_request,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
I think my MacBook got a virus or some shit.. is that possible?? @AppleSupport,hardware_device,hardware_device,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Absolutely fuming!!!! Since update my 7plus won't work correctly. Apps won't load then they crash. The touch won't work on screen. Have restored to factory settings but cannot uninstall latest software... GET IT SORTED!!!!!!!!!!!!!,setup_transfer_restore,software_update,1,1,complaint_review,complaint_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
My iPhone takes forever to charge but the battery dies within an hour or 2? @AppleSupport @115858,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport I’ll call AppleCare tomorrow. Going in circles here.,purchase_billing_service,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport can you run a diagnostic check on my battery? Seems to be dying a lot quicker lately.,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Anyone else having troubles with #iOS11.2 ? Phone turning itself off all day. Freezing. Apps not working. @115858 @AppleSupport New phone too,setup_transfer_restore,setup_transfer_restore,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport my battery has been draining so fast with the IOS 11 update on the iphone 7 plus? help?,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@115858 @AppleSupport what’s going on with this update?! My battery is draining so fast and my phone keeps freezing.,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Dear @AppleSupport please add a “clear all” for “up next” in apple music,apps_media,apps_media,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@697434 @AppleSupport Means ?,other_out_of_scope,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport It was AT&amp;T issue. I kept restarting my phone, and that fixed it. Thanks, anyway.",support_access_followup,support_access_followup,0,1,none,legal_safety,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport how do I make an appointment for an Apple store?,purchase_billing_service,purchase_billing_service,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport If only it was as simple as a router reset 🙁 No it seems to be all wifi networks,connectivity,connectivity,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,support_access_followup,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport dear god I️ want it to stop. How do I️ fix the glitch causing the “I️” to change?!?!,howto_guidance,howto_guidance,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@115858 @AppleSupport does it make since to do two time restore in the last 3 days and no proper support from your team !!! Really disappointed.,setup_transfer_restore,setup_transfer_restore,1,1,complaint_review,complaint_review,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport Could do with some follow-up. Lots of radio, music and icloud music issues. See screens. I need to speak to a specialist on this.",apple_id_icloud,apple_id_icloud,1,1,legal_safety,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport old playlist WITH ALL THE SONGS. They were all there because it had not synced with iCloud @115948 Library yet. I was able to make a,apple_id_icloud,apple_id_icloud,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport can we get some feedback on whats happening with ios 11.0.2? Bought an iPhone 7 yesterday, updated and battery life is abysmal",battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport It’s 11.0.1.,support_access_followup,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Where is the iCloud drive on an iPhone?,howto_guidance,howto_guidance,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
iOS 11 messed up my iMessage @AppleSupport. I tried to reset &amp; it's not working,apps_media,apps_media,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport It only occurred with a special folder  in my Dropbox. When I opened it finder crashed. I replaced the folder and now it works again.,purchase_billing_service,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport I can’t change the wlan setting for my apps and its stuck on no WiFi so now I can’t use the apps on my new iPhone. -.-,setup_transfer_restore,setup_transfer_restore,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport is this legit as I didn’t purchase this https://t.co/anzV6sLbkV,other_out_of_scope,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport Yes, yes I am.",support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport I will try that and see if it works. And yes both devices are set to AirDrop to everyone.,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"Facebook app on iPhone SE running iOS 11. Is the app, the phone or the OS the issue here? @AppleSupport (that's the app crashing btw) https://t.co/cuw6DVT7I5",apps_media,apps_media,0,1,none,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@444786 My colleague reported a warranty fault to @AppleSupport last week and he is picking up his Macbook tomorrow. Not 8 weeks later!,purchase_billing_service,other_out_of_scope,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
I purchased Reputation on iTunes but never received a boost code? Help @118721 @AppleSupport,apps_media,apps_media,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Other people are finding difficulties with Java on High Sierra. Something is not good here Apple. Mostly I’m angry and the unethical policy of choosing not to continue supporting your own software that I paid £750 for!! It’s unacceptable to say that to keep using will cost £199!!,purchase_billing_service,other_out_of_scope,1,1,complaint_review,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport I appreciate the shitty fucking iOS updates that shits on the processors of any iPhone that’s not the iPhone X. Thanks, fam. This shit is awesome as fuck. I love when my phone constantly freezes and shuts my music and navigation off...",software_update,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@115858 @AppleSupport Since using these plastic hooks to wrap up and store my charger it has started to break the wire. V.disappointed. https://t.co/EJxPkJPQX4,hardware_device,purchase_billing_service,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@115858 @AppleSupport Congrats. IOS 11.1 is making my iPhone 6 even more glitchy and prone to freezing than it was before. #WTF,software_update,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport my iPhone X went on fire!!!,hardware_device,other_out_of_scope,1,1,legal_safety,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport please check DM,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport plz tell me where do i find the option again to stop that,howto_guidance,howto_guidance,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport how can you charge over £20 for chargers that won’t last even a month. Put a warranty on them or change to universal chargers like androids. This is ridiculous,purchase_billing_service,other_out_of_scope,1,1,complaint_review,complaint_review,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport brand new iPhone 8 has switched off by itself when I was sleeping, even though it was on charge and now won't turn on. Any reasons as to why?",battery_power,setup_transfer_restore,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport 🤦🏽‍♀️ thank you!!,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Hey @AppleSupport my iPhone 7 freezes 1-2 a day since I got 11.0.3 and that stinks,software_update,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport But my thing is, it shouldn’t be different. I live in Paris, there are WiFi spots everywhere and my phone doesn’t work right if WiFi is on. Most of those spots require additional login and I think I’m sending a message but I’m not because it’s not on cellular, it’s getting stuck",connectivity,connectivity,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport is there a link that shows ALL 4K movies in the itunes library? Your banner link does not show every movie that is 4K.,apps_media,apps_media,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@115858 @AppleSupport pas kita klik, tsadiss tampilannya bener-bener web apple ID 🤪 kalo kita kurang teliti diinputlah itu user dan password,, selesai dah,,,!! https://t.co/c2iXSqztdP",apple_id_icloud,apple_id_icloud,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Yes. I want to be able to see the bottom of the list while compiling it so I can see what I've already added.,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport This happened several days after the update. IPhone was connected to the computer and ios 11.0.3 was restored,connectivity,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Ahhh finally thank you,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport After installing iOS 11 including 11.0.2, the phone wakes up in landscape orientation and does not rotate or auto-rotate come what may. It is only after multiple presses on home button or turning the phone randomly multiple times, it rotates to portrait screen...",hardware_device,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport @209450 i shouldn’t have to replace a capital letter with a lowercase letter bc my stupid phone is recognizing it as an emoji? https://t.co/ckfSVyMps3,purchase_billing_service,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
1. Kernel panic 2. Take comp to Apple store 3. “Bad ram” 4. Kernel panic 5. “Bad board” 5. Kernel panic 6. “Bad WiFi card. 7. Kernel panic 8. Fixed! 9. Kernel panic 10. Uhhh. @applesupport @115858 TEACH YOUR TECHS HOW TO FIX SOMETHING!!! Worst service ever. 3 weeks w/o a machine,hardware_device,purchase_billing_service,1,1,complaint_review,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Well aside from the fact it will be 10 days before I get a refund everything seems ok,purchase_billing_service,purchase_billing_service,0,1,none,money_threshold,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport I'm just worried:
-why the activation lock screen?
-why wasn't my iPad erased via iCloud?

I gave up and did a factory reset. The questions remain unanswered  :(",apple_id_icloud,apple_id_icloud,1,1,account_security,account_security,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport https://t.co/V1za3V6u5Y,other_out_of_scope,support_access_followup,0,1,none,unresolvable,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Btw. The keyboard is an apple original 😀,hardware_device,hardware_device,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport That fixed it thanks,support_access_followup,support_access_followup,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Certainly. I’ll collect some screenshots to illustrate the problem and message you later.,hardware_device,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport just bought an album. Keeps saying item is not available when I try to play it in Music. It won’t let download it either.,other_out_of_scope,other_out_of_scope,0,1,none,unresolvable,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport I lost my Ipad Air on Monday evening and the person who has it knew my password and has changed my apple ID, kindly help.",apple_id_icloud,apple_id_icloud,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport what’s with the multiple people including myself and 3 friends that have over $90.00 in unauthorized charges from iTunes?,apps_media,other_out_of_scope,1,1,account_security,account_security,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport After last update.,software_update,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport Yes! I call another iPad or another iPhone... (I tried with my wife’s iphone..) when some call me with FaceTime, iPad doesn’t ring...",apps_media,support_access_followup,1,1,human_request,human_request,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport HOW DO YOU TURN OFF AUTO BRIGHTNESS,howto_guidance,howto_guidance,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Hey @AppleSupport the newest update I did on my 6s has rendered my phone damn near useless. Tell me how to unfuck my phone now please.,software_update,software_update,1,0,complaint_review,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport my alarm didn’t go off this morning, it just vibrated. This has happened multiple times since updating to iOS11",software_update,software_update,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Hey- I just realized I was subscribed to something that I don’t want anymore- canceled but already got charged- refund?,purchase_billing_service,purchase_billing_service,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport I'm upset with what's going on. My battery runs out very quickly and it was not common. My iPhone 7+ has only 12 months of use. the version of my ios is 11.1.0. What's going on? 😞,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"When I switch between apps using #AirPods on my #iphonex one side stops working. Please don’t tell me to turn of Bluetooth or reset AirPods. Been there, done that. Your support on the phone said I need a higher level support. Why can’t they just work? @AppleSupport",connectivity,connectivity,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Here are the third party apps that I am using. Battery performance is very low. Thanks for the support https://t.co/3sJTvptVfu,battery_power,battery_power,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport I am having some issues on notifications page, it looks weird after I upgraded to iOS 11.1 #iOS111 https://t.co/qQcvKRNZfV",software_update,software_update,0,1,none,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport Being told my iCloud storage may be downgraded but card payment processing is temporarily down and I can’t re-confirm my card.,apple_id_icloud,apple_id_icloud,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport  hi, I have a problem w/ my Apple ID. ☹️ can u help me pls? 😭🙏",apple_id_icloud,apple_id_icloud,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@124890 Não melhorou. PIOROU!
Sai de casa com 100% de bateria e cheguei no trampo com 92%... SEM USAR!
@AppleSupport please, fiX the battery issue!",battery_power,battery_power,1,1,legal_safety,legal_safety,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
"@AppleSupport I’m having trouble with sms messages failing... 

is this a carrier problem with @122326 or with my iPhone? 

It seems if recipients are not in my contacts I can’t text them? https://t.co/3RKlo9jZq1",connectivity,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport iCloud I think!,apple_id_icloud,apple_id_icloud,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
@AppleSupport restoring an iCloud backup on my new iPhone. Photos and videos haven’t gone across... I’ve erased iPhone and restored several times - what is happening?! 🤭,setup_transfer_restore,setup_transfer_restore,0,0,none,none,4,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
Feel like I have been scammed by @115858 @AppleSupport - the behaviour of staff at Leeds. They have lost my watch. It’s a disgrace.,other_out_of_scope,other_out_of_scope,0,0,none,none,5,5,PASS,no-key: heuristic only (set OPENAI_API_KEY for gpt-4o-mini run)
